sentence	is_actionable
Susan, please be on the lookout for FE's tariff filings in compliance with this order.	Actionable
Please let me know what was booked for this deal.	Actionable
STRUCTURE:	Non-Actionable
Describe what characteristics you are looking for in Transmission Congestion hedging product.	Actionable
Sincerely,George RichardsPresident, Creekside Builders, LLC - winmail.dat	Non-Actionable
Get the scoop on 1000s of artists, including exclusive photos, bios, song clips links.	Actionable
I have estimated the lotimprovement costs based on a 28 lot development we investigated in NorthAustin, which included a detention/retention and filtration pond and streetwidening.	Non-Actionable
Please let me know how you wish to handle the outstanding bonds..	Actionable
Please test the application as you would normally use it and let me know by way of email or phone call if Deal Entry is working well, and can be migrated to Production.	Actionable
Please let me know this morning what else should be putting together.	Actionable
With a land value equal to the purchaseprice of $680,000 this would mean a land loan of $476,000 with estimatedmonthly interest payments of $3,966, given a 10% annual interest rate, plusapproximately 1.25% of the loan amount for closing costs and loan fees.	Non-Actionable
To: Phillip K Allen/HOU/ECT@ECTcc:	Non-Actionable
REPORTING	Non-Actionable
Please mark your calendar and use it on tomorrow's conference call, and is attached.	Actionable
Andrew Please check with credit, and after they approve, come to me to assign.	Actionable
<cbpres@austin.rr.com> on 09/08/2000 05:35:20 AM	Non-Actionable
Please try and schedule the appraiser for sometime after meeting	Actionable
Imelda, Please switch my sitara access from central to west and email me with my password.	Actionable
YES	Non-Actionable
Additionally, many of the current and more severewater treatment ordinances have been waived.	Non-Actionable
No Response	Non-Actionable
This does not exclude building a capability to create a more flexible position presentation for the future, but in order to create a plan that can be measured we need firm requirements.	Non-Actionable
Please email everyone with the end date when you find out.	Actionable
If this project is of serious interest to you, please let me know as thereis a very, very short window of opportunity.	Non-Actionable
Ability to include the Gas Price book into TDS:	Non-Actionable
It'll help determine which requests fall under the project scope.	Non-Actionable
_	Non-Actionable
I will find that amortization schedule and send it soon.	Non-Actionable
First, is a speculative(spec) loan that is taken out prior to any pre-sales activity.	Non-Actionable
Elizabeth, effectively communicate to the board and get the job done.	Actionable
_	Non-Actionable
_	Non-Actionable
Learn how to speculate in the grain markets by leveraging and be in the market.	Actionable
Please use the rentroll 1215 file to input the correct information on all these tests	Actionable
Give me the details of what New Power paid ENA for October activity.	Actionable
Please share the project details ASAP with your organizations.	Actionable
Fletcher J Sturm/HOU/ECT	Non-Actionable
----------------------	Non-Actionable
We have been having good discussions regarding EOL.	Non-Actionable
USE OF INITIAL INVESTMENT	Non-Actionable
Addition of a curve tab to the position manager to show the real-time values of all curves on which the desk has a position.	Non-Actionable
Need detail breakout of commodity and transport cost firm or interruptible.	Actionable
Please set up the following CGAS contracts.	Actionable
Frank, send it to Ina Rangel so that she can forward it to appropriate traders.	Actionable
Please let me know what your thoughts are about our new project via email.	Actionable
I regret that it took so long to get back to you, but we had some unusualevents these past few weeks.	Non-Actionable
Design and Construction	Non-Actionable
End: 09/28/2000	Non-Actionable
The price I am bidding is higher than any deals actually done to date.	Non-Actionable
Physical/Financail Positions - Room 2537	Non-Actionable
Participate in such transaction from the date of notice by ENA.	Actionable
Coordinate with product design management and engineering to integrate and prototype designs as requested from client.	Actionable
----------------------	Non-Actionable
Need someone to verify that CES GMS pricing equals Enron's Sitara pricing.	Actionable
Denise please handle the communication team with the help of potential asset manager to train for the new project.	Actionable
Please assist Philip in audit activities to complete the task ASAP.	Actionable
This will enable us to probably obtain an approved siteplan before closing on the contract, which will mean that we can close intoan A&D Loan rather than into a land loan and then an improvement loan.	Non-Actionable
Email me and let me know the status of the Enron budget chart preparation.	Actionable
Jeffrey C Gossett/HOU/ECT@ECT	Non-Actionable
Please change these deals to NRG Power Marketing Inc for all the members slowly.	Actionable
Description:	Non-Actionable
Find out who else from Enron is part of the Bush transition team.	Actionable
Use the above to formulate project plan.	Actionable
----------------------	Non-Actionable
Then theloan value for each improved lot would be $15,000 per lot.	Non-Actionable
please see the new schedule for January and arrange the meetings with managers.	Actionable
I will send you a package on the property that was prepared by the broker,by Airborne Express today for Saturday delivery.	Non-Actionable
Mauricio, please provide me with the information for the West Coast Fax number Mobile number Assitant's name.	Actionable
Angela, make sure buy Chris's gift on Monday.	Actionable
Jeff Please check and confirm that this schedule works for entire team to participate in the debate.	Actionable
Spec loans will be for 70% to 75% of value and construction loans forpre-sold units, if the construction loan is from the mortgage lender,  willbe from 80% to 95% of value.	Non-Actionable
Get bunch of blue balloons ocean to put around pirate ships.	Actionable
Status update:	Non-Actionable
One of these units had just had the roof decked with the siding scheduled tostart the next day.	Non-Actionable
After this is done please let Stephanie know so that she can redraft her invoice the next day after POPS bridges to MOPS.	Actionable
I want to have an accurate rent roll as soon as possible.	Non-Actionable
Raise the base price from $60 to $100.	Actionable
Russ Severson/HOU/ECT	Non-Actionable
Before this adjustment we bought 300 San Juan and	Non-Actionable
Felicia, Please schedule the rooms at least hr earlier so that vendors can setup the equipment.	Actionable
_	Non-Actionable
Please check the circulation list on this email, and forward as you think appropriate.	Actionable
Cindy Cicchetti	Non-Actionable
Please let me know what price Tenaska should be billed for these two days.	Actionable
Richard Burchfield10/06/2000 06:59 AM	Non-Actionable
How will disbursements be made?	Non-Actionable
Please let me know the status of June 15 delivery date.	Actionable
PS:	Non-Actionable
join us on Tuesday, March 15 at conference room to discuss the new features of the project.	Actionable
